condition,config_hash,tempo_requested_oob_rate,tempo_clamp_rate,tempo_shift_mean,tempo_shift_p95,tempo_shift_max,tempo_effective_oob_rate,gain_requested_oob_rate,gain_clamp_rate,gain_shift_mean,gain_shift_p95,gain_shift_max,gain_effective_oob_rate,accent_requested_oob_rate,accent_clamp_rate,accent_shift_mean,accent_shift_p95,accent_shift_max,accent_effective_oob_rate
constrained_tight,,0.9712121212121212,0.9712121212121212,14.16060606060606,24.0,24,0.0,0.7045454545454546,0.7045454545454546,1.534919364683908,6.776371131067618,6.776371131067618,0.0,0.9090909090909091,0.9090909090909091,0.4826161392907786,0.9,0.9,0.0
