trace_id,seed,condition,pattern_label,config_hash,tempo_req,tempo_eff,tempo_req_oob,tempo_eff_oob,tempo_clamped,tempo_delta,gain_req,gain_eff,gain_req_oob,gain_eff_oob,gain_clamped,gain_delta,gain_unit,accent_req,accent_eff,accent_req_oob,accent_eff_oob,accent_clamped,accent_delta,accent_pct_req,accent_pct_eff,integrated_lufs,lra_lu,onset_density_eps,peak_lufs,audio_path,session_report_path
batch_exploratory_0010,0,baseline,exploratory,,140,140,,,0,0,-4.337550108344893,-4.337550108344893,,,0,0.0,linear,0.7340682979295878,0.7340682979295878,,,0,0.0,73.40682979295879,73.40682979295879,-12.597135240852472,4.5386782892945625,1.45,-10.530720620676187,runs\baseline\batch_exploratory_0010\0\audio.wav,
batch_exploratory_0011,0,baseline,exploratory,,140,140,,,0,0,-2.9636930726498942,-2.9636930726498942,,,0,0.0,linear,0.5659045057161965,0.5659045057161965,,,0,0.0,56.590450571619655,56.590450571619655,-11.365439430087056,3.65118913511054,1.45,-9.60995556183549,runs\baseline\batch_exploratory_0011\0\audio.wav,
batch_exploratory_0012,0,baseline,exploratory,,126,126,,,0,0,-5.7503982425480915,-5.7503982425480915,,,0,0.0,linear,0.6394786630229422,0.6394786630229422,,,0,0.0,63.94786630229422,63.94786630229422,-13.821421647781284,3.3517749598617286,1.3,-12.152027428851966,runs\baseline\batch_exploratory_0012\0\audio.wav,
batch_exploratory_0013,0,baseline,exploratory,,124,124,,,0,0,-5.663291127474178,-5.663291127474178,,,0,0.0,linear,0.5535420098847258,0.5535420098847258,,,0,0.0,55.35420098847258,55.35420098847258,-13.842332239542023,3.092721102663484,1.2833333333333334,-12.194341787110684,runs\baseline\batch_exploratory_0013\0\audio.wav,
batch_exploratory_0014,0,baseline,exploratory,,135,135,,,0,0,-5.201196809120519,-5.201196809120519,,,0,0.0,linear,0.5779381908414029,0.5779381908414029,,,0,0.0,57.79381908414029,57.79381908414029,-13.494757283911982,3.3393123556978868,1.4,-11.734084002910233,runs\baseline\batch_exploratory_0014\0\audio.wav,
batch_exploratory_0015,0,baseline,exploratory,,133,133,,,0,0,-5.633445857819503,-5.633445857819503,,,0,0.0,linear,0.642667844522954,0.642667844522954,,,0,0.0,64.2667844522954,64.2667844522954,-13.79122861510263,3.422483885796286,1.3333333333333333,-12.054787257749027,runs\baseline\batch_exploratory_0015\0\audio.wav,
batch_exploratory_0016,0,baseline,exploratory,,140,140,,,0,0,-4.695411725147169,-4.695411725147169,,,0,0.0,linear,0.5935143288084536,0.5935143288084536,,,0,0.0,59.35143288084536,59.35143288084536,-13.105360303623327,3.8163148712524553,1.45,-11.311677198849063,runs\baseline\batch_exploratory_0016\0\audio.wav,
batch_exploratory_0017,0,baseline,exploratory,,126,126,,,0,0,-5.656061350961188,-5.656061350961188,,,0,0.0,linear,0.5824568784181791,0.5824568784181791,,,0,0.0,58.245687841817904,58.245687841817904,-13.788497880847823,3.107558774111828,1.3,-12.211381246526955,runs\baseline\batch_exploratory_0017\0\audio.wav,
batch_exploratory_0018,0,baseline,exploratory,,140,140,,,0,0,-3.392614980987221,-3.392614980987221,,,0,0.0,linear,0.5555208007507471,0.5555208007507471,,,0,0.0,55.552080075074706,55.552080075074706,-11.82945461785119,3.5396005959744734,1.45,-10.073490530167504,runs\baseline\batch_exploratory_0018\0\audio.wav,
batch_exploratory_0019,0,baseline,exploratory,,140,140,,,0,0,-2.778060866018011,-2.778060866018011,,,0,0.0,linear,0.6319562990782115,0.6319562990782115,,,0,0.0,63.19562990782115,63.19562990782115,-11.148744958905702,4.11619140409246,1.45,-9.256051793745922,runs\baseline\batch_exploratory_0019\0\audio.wav,
batch_exploratory_0020,0,baseline,exploratory,,106,106,,,0,0,-6.692648554583719,-6.692648554583719,,,0,0.0,linear,0.6831735889244015,0.6831735889244015,,,0,0.0,68.31735889244015,68.31735889244015,-17.98037150674627,2.7169075039468282,1.0833333333333333,-16.402041424121556,runs\baseline\batch_exploratory_0020\0\audio.wav,
batch_exploratory_0021,0,baseline,exploratory,,140,140,,,0,0,-3.905581296294483,-3.905581296294483,,,0,0.0,linear,0.5793400286943886,0.5793400286943886,,,0,0.0,57.934002869438864,57.934002869438864,-12.302034055466633,3.8501523893749514,1.45,-10.521258270826385,runs\baseline\batch_exploratory_0021\0\audio.wav,
batch_exploratory_0022,0,baseline,exploratory,,135,135,,,0,0,-5.284609792503111,-5.284609792503111,,,0,0.0,linear,0.5357868593361546,0.5357868593361546,,,0,0.0,53.57868593361545,53.57868593361545,-13.61139188618606,3.1026326117345135,1.4,-12.028276122168748,runs\baseline\batch_exploratory_0022\0\audio.wav,
batch_exploratory_0023,0,baseline,exploratory,,140,140,,,0,0,-4.828936477359961,-4.828936477359961,,,0,0.0,linear,0.6441133365901569,0.6441133365901569,,,0,0.0,64.4113336590157,64.4113336590157,-13.173502904391453,4.073913319911924,1.45,-11.262736271868597,runs\baseline\batch_exploratory_0023\0\audio.wav,
batch_exploratory_0024,0,baseline,exploratory,,100,100,,,0,0,-7.361727996400731,-7.361727996400731,,,0,0.0,linear,0.6345622119815622,0.6345622119815622,,,0,0.0,63.456221198156214,63.456221198156214,-18.727664230985955,2.8162771578481447,1.0333333333333334,-17.108324843751294,runs\baseline\batch_exploratory_0024\0\audio.wav,
batch_exploratory_0025,0,baseline,exploratory,,129,129,,,0,0,-5.552850949988468,-5.552850949988468,,,0,0.0,linear,0.652089616544614,0.652089616544614,,,0,0.0,65.20896165446139,65.20896165446139,-13.653734656945492,3.485752805094899,1.3166666666666667,-11.91226377544005,runs\baseline\batch_exploratory_0025\0\audio.wav,
batch_exploratory_0026,0,baseline,exploratory,,112,112,,,0,0,-6.307602084816727,-6.307602084816727,,,0,0.0,linear,0.49034676663544513,0.49034676663544513,,,0,0.0,49.034676663544516,49.034676663544516,-17.804111297622658,1.9898121772062396,1.15,-16.42458862504837,runs\baseline\batch_exploratory_0026\0\audio.wav,
batch_exploratory_0027,0,baseline,exploratory,,140,140,,,0,0,-3.0444569713129894,-3.0444569713129894,,,0,0.0,linear,0.5954500494560018,0.5954500494560018,,,0,0.0,59.545004945600176,59.545004945600176,-11.485074497716809,3.8577585862170505,1.45,-9.655575433412105,runs\baseline\batch_exploratory_0027\0\audio.wav,
batch_exploratory_0028,0,baseline,exploratory,,107,107,,,0,0,-6.645123588047074,-6.645123588047074,,,0,0.0,linear,0.7067359369401607,0.7067359369401607,,,0,0.0,70.67359369401606,70.67359369401606,-17.87430601792226,2.7897446060261153,1.1,-16.226450067194712,runs\baseline\batch_exploratory_0028\0\audio.wav,
batch_exploratory_0029,0,baseline,exploratory,,140,140,,,0,0,-4.1024049761581605,-4.1024049761581605,,,0,0.0,linear,0.6578872029774069,0.6578872029774069,,,0,0.0,65.78872029774068,65.78872029774068,-12.455280274200064,4.197722013088491,1.45,-10.525693084320292,runs\baseline\batch_exploratory_0029\0\audio.wav,
batch_exploratory_0030,0,baseline,exploratory,,100,100,,,0,0,-7.322765030100051,-7.322765030100051,,,0,0.0,linear,0.48605638072142804,0.48605638072142804,,,0,0.0,48.6056380721428,48.6056380721428,-18.81079886788858,2.258797526753341,1.0333333333333334,-17.308909355860756,runs\baseline\batch_exploratory_0030\0\audio.wav,
batch_exploratory_0031,0,baseline,exploratory,,133,133,,,0,0,-5.342313038797995,-5.342313038797995,,,0,0.0,linear,0.5716189207194593,0.5716189207194593,,,0,0.0,57.16189207194593,57.16189207194593,-13.57873351609544,3.1086637573978138,1.3333333333333333,-11.989229582010402,runs\baseline\batch_exploratory_0031\0\audio.wav,
batch_exploratory_0032,0,baseline,exploratory,,140,140,,,0,0,-4.064663407183227,-4.064663407183227,,,0,0.0,linear,0.6212464589234812,0.6212464589234812,,,0,0.0,62.12464589234812,62.12464589234812,-12.415387727318139,3.9733435463387163,1.45,-10.572087591962369,runs\baseline\batch_exploratory_0032\0\audio.wav,
batch_exploratory_0033,0,baseline,exploratory,,107,107,,,0,0,-6.564253549676868,-6.564253549676868,,,0,0.0,linear,0.6066039410616069,0.6066039410616069,,,0,0.0,60.66039410616069,60.66039410616069,-17.94468918638273,2.5255001412427696,1.1,-16.43128495531924,runs\baseline\batch_exploratory_0033\0\audio.wav,
batch_exploratory_0034,0,baseline,exploratory,,140,140,,,0,0,-3.1542201605896247,-3.1542201605896247,,,0,0.0,linear,0.5338901381304443,0.5338901381304443,,,0,0.0,53.38901381304443,53.38901381304443,-11.541902209431017,3.4430113626072956,1.45,-9.837905595723837,runs\baseline\batch_exploratory_0034\0\audio.wav,
batch_exploratory_0035,0,baseline,exploratory,,140,140,,,0,0,-5.139940220302254,-5.139940220302254,,,0,0.0,linear,0.6452074391988717,0.6452074391988717,,,0,0.0,64.52074391988717,64.52074391988717,-13.509521528762194,4.039286055477817,1.45,-11.59682410890409,runs\baseline\batch_exploratory_0035\0\audio.wav,
