condition,config_hash,tempo_requested_oob_rate,tempo_clamp_rate,tempo_shift_mean,tempo_shift_p95,tempo_shift_max,tempo_effective_oob_rate,gain_requested_oob_rate,gain_clamp_rate,gain_shift_mean,gain_shift_p95,gain_shift_max,gain_effective_oob_rate,accent_requested_oob_rate,accent_clamp_rate,accent_shift_mean,accent_shift_p95,accent_shift_max,accent_effective_oob_rate
constrained_ultra_tight,,0.9712121212121212,0.9712121212121212,14.16060606060606,24.0,24,0.0,0.803030303030303,0.803030303030303,1.9603722806168888,7.60422483423212,7.60422483423212,0.0,0.996969696969697,0.996969696969697,0.5289000691937688,0.95,0.95,0.0
