condition,config_hash,tempo_requested_oob_rate,tempo_clamp_rate,tempo_shift_mean,tempo_shift_p95,tempo_shift_max,tempo_effective_oob_rate,gain_requested_oob_rate,gain_clamp_rate,gain_shift_mean,gain_shift_p95,gain_shift_max,gain_effective_oob_rate,accent_requested_oob_rate,accent_clamp_rate,accent_shift_mean,accent_shift_p95,accent_shift_max,accent_effective_oob_rate
constrained_default,,0.9151515151515152,0.9151515151515152,10.342424242424242,20.0,20,0.0,0.1803030303030303,0.1803030303030303,0.3569637181307312,3.5218251811136243,3.5218251811136243,0.0,0.8560606060606061,0.8560606060606061,0.1207525744863972,0.5,0.5,0.0
