trace_id,seed,pattern_label,baseline_integrated_lufs,constrained_integrated_lufs,delta_integrated_lufs,baseline_lra_lu,constrained_lra_lu,delta_lra_lu,baseline_onset_density_eps,constrained_onset_density_eps,delta_onset_density_eps,tempo_clamped,gain_clamped,accent_clamped,tempo_delta,gain_delta,accent_delta
batch_exploratory_0083,0,exploratory,-12.743457671343993,-13.768630431025516,-1.0251727596815225,3.812428724417579,0.85652250715383,-2.955906217263749,1.45,1.3,-0.1499999999999999,1,1,1,-14,-0.8429088693932494,-0.49141236834998925
batch_exploratory_0084,0,exploratory,-12.559307728168989,-13.768630431025516,-1.209322702856527,4.160480098364639,0.85652250715383,-3.303957591210809,1.45,1.3,-0.1499999999999999,1,1,1,-14,-0.9974326465029861,-0.5388574660633965
batch_exploratory_0085,0,exploratory,-14.020939933458992,-14.41759228866568,-0.3966523552066885,3.203570276929696,0.8567617706095163,-2.34680850632018,1.2166666666666666,1.2833333333333334,0.06666666666666687,1,0,1,4,0.0,-0.46626506024095626
batch_exploratory_0086,0,exploratory,-12.096088096522845,-13.768630431025516,-1.6725423345026709,3.8051946594346155,0.85652250715383,-2.9486721522807855,1.45,1.3,-0.1499999999999999,1,1,1,-14,-1.4713016946037398,-0.4983631403455675
batch_exploratory_0087,0,exploratory,-13.873837165236429,-14.235674971167116,-0.36183780593068704,3.081000343980403,0.8565225037754391,-2.2244778402049636,1.3166666666666667,1.3,-0.016666666666666607,1,0,1,-3,0.0,-0.46233877901978193
batch_exploratory_0088,0,exploratory,-13.548403506320655,-13.904061128238364,-0.3556576219177092,3.7210866032836467,0.8565225047834559,-2.864564098500191,1.4,1.3,-0.09999999999999987,1,0,1,-9,0.0,-0.5631508078994484
batch_exploratory_0089,0,exploratory,-11.315028260415513,-13.768630431025516,-2.4536021706100026,3.5569323957996293,0.85652250715383,-2.7004098886457992,1.45,1.3,-0.1499999999999999,1,1,1,-14,-2.3032089615661526,-0.46352459016396863
batch_exploratory_0090,0,exploratory,-13.429316025729412,-13.768630431025516,-0.3393144052961041,3.8955854401895316,0.85652250715383,-3.0390629330357015,1.45,1.3,-0.1499999999999999,1,1,1,-14,-0.13401930074390744,-0.5097212294496198
batch_exploratory_0091,0,exploratory,-17.591591115820844,-18.29633496074052,-0.7047438449196761,2.5662751972829483,0.7166065302228759,-1.8496686670600724,1.1833333333333333,1.2833333333333334,0.10000000000000009,1,0,1,9,0.0,-0.5584945412756572
batch_exploratory_0092,0,exploratory,-13.033826655396348,-13.768630431025516,-0.7348037756291674,4.023190714005793,0.85652250715383,-3.1666682068519627,1.45,1.3,-0.1499999999999999,1,1,1,-14,-0.5389128438426365,-0.5282919488337271
