condition,config_hash,tempo_requested_oob_rate,tempo_clamp_rate,tempo_shift_mean,tempo_shift_p95,tempo_shift_max,tempo_effective_oob_rate,gain_requested_oob_rate,gain_clamp_rate,gain_shift_mean,gain_shift_p95,gain_shift_max,gain_effective_oob_rate,accent_requested_oob_rate,accent_clamp_rate,accent_shift_mean,accent_shift_p95,accent_shift_max,accent_effective_oob_rate
constrained_relaxed,,0.0,0.0,0.0,0.0,0,0.0,0.0893939393939394,0.0893939393939394,0.1111259331660037,1.5836249209524964,1.5836249209524964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
