trace_id,seed,pattern_label,baseline_integrated_lufs,constrained_integrated_lufs,delta_integrated_lufs,baseline_lra_lu,constrained_lra_lu,delta_lra_lu,baseline_onset_density_eps,constrained_onset_density_eps,delta_onset_density_eps,tempo_clamped,gain_clamped,accent_clamped,tempo_delta,gain_delta,accent_delta
batch_repetitive_0050,0,exploratory,-11.781561868530604,-11.67015087172801,0.11141099680259359,3.57642726014414,3.1643218216226607,-0.4121054385214791,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.07387247278383358
batch_repetitive_0051,0,repetitive,-11.76480326712242,-11.714580553858175,0.050222713264245655,3.9470422120972213,3.154748156455799,-0.7922940556414222,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.15053598774891053
batch_repetitive_0052,0,repetitive,-13.996073578873624,-13.994365728990962,0.001707849882661705,3.2759911087713256,3.221954770651724,-0.054036338119601623,1.0,1.0,0.0,0,0,1,0,0.0,-0.012768952342649853
batch_repetitive_0053,0,repetitive,-18.323995126966082,-18.61036211847733,-0.28636699151124745,2.6318049150929177,1.9803564427408382,-0.6514484723520795,0.85,1.0,0.15000000000000002,1,0,1,20,0.0,-0.1811175337187132
batch_repetitive_0054,0,repetitive,-17.857824814469247,-17.864455805024157,-0.006630990554910454,2.254899240659846,1.9800153178666804,-0.2748839227931654,0.95,1.0,0.050000000000000044,1,0,1,8,0.0,-0.025559701492535614
batch_repetitive_0055,0,repetitive,-17.5186657640955,-17.545218422962886,-0.02655265886738789,2.2151879402292387,2.006737813317777,-0.2084501269114618,0.9666666666666667,1.0,0.033333333333333326,1,0,1,5,0.0,-0.03497309761718892
batch_repetitive_0056,0,repetitive,-12.613519679971072,-12.518070325543333,0.09544935442773905,3.713962078673662,3.1624931854470013,-0.5514688932266605,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.09327461969582906
batch_repetitive_0057,0,repetitive,-17.901730674394585,-17.876102047261636,0.025628627132949333,2.1451070335718896,1.9942011806773152,-0.15090585289457437,0.95,1.0,0.050000000000000044,1,0,0,8,0.0,0.0
batch_repetitive_0058,0,repetitive,-13.64474588605823,-13.719896377870855,-0.07515049181262512,3.676462248567262,3.1538653279439295,-0.5225969206233323,1.15,1.0833333333333333,-0.06666666666666665,1,0,1,-4,0.0,-0.1324577025823781
batch_repetitive_0059,0,repetitive,-11.973027871342817,-11.898356521143837,0.07467135019897952,3.7183574966104267,3.171111290885765,-0.5472462057246616,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.10036889025517426
batch_repetitive_0060,0,repetitive,-11.150890847818374,-11.142992467198575,0.007898380619799639,4.171592829502329,3.1626636870620484,-1.0089291424402802,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.18940936863546964
batch_repetitive_0061,0,repetitive,-11.181683821566748,-11.092865079762307,0.08881874180444171,3.722304328912223,3.1566113304114154,-0.5656929985008077,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.09589041095892081
batch_repetitive_0062,0,repetitive,-11.616305892594939,-11.541209155645033,0.07509673694990582,3.8523799547195807,3.1525656582414303,-0.6998142964781504,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.1197492163009527
batch_repetitive_0063,0,repetitive,-11.43312674477883,-11.256737841324187,0.17638890345464375,3.2514091983581235,3.1613302910740657,-0.09007890728405776,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,0,-10,0.0,0.0
batch_repetitive_0064,0,repetitive,-13.501882893473796,-13.514908355699662,-0.013025462225865425,3.3090849684651786,3.163181773827839,-0.1459031946373397,1.1,1.0833333333333333,-0.01666666666666683,1,0,1,-1,0.0,-0.054340695385973636
batch_repetitive_0065,0,repetitive,-13.455087114315285,-13.439314918735189,0.015772195580096238,3.449790686284274,3.1628117518029573,-0.2869789344813167,1.15,1.0833333333333333,-0.06666666666666665,1,0,1,-6,0.0,-0.07535179300952244
batch_repetitive_0066,0,repetitive,-13.432341813388105,-13.373009480920812,0.059332332467292304,3.855570762949327,3.161873907043544,-0.6936968559057828,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.12930232558139154
batch_repetitive_0067,0,repetitive,-12.390189788212401,-12.305888095735172,0.0843016924772293,3.7306170617281094,3.1603254340659035,-0.5702916276622059,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.11012728278918271
batch_repetitive_0068,0,repetitive,-11.397064421321213,-11.260065611104116,0.13699881021709714,3.5253991213383653,3.171111298905064,-0.35428782243330126,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.06732673267324507
batch_repetitive_0069,0,repetitive,-17.84666822097496,-17.8771274461645,-0.03045922518954214,2.313588159128912,2.006737812106536,-0.306850347022376,0.95,1.0,0.050000000000000044,1,0,1,10,0.0,-0.029959810010952825
batch_repetitive_0070,0,repetitive,-12.151494513081712,-12.083520643802563,0.0679738692791485,3.9009568410079947,3.1533287218054316,-0.7476281192025631,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.12499999999999989
batch_repetitive_0071,0,repetitive,-18.172586324951787,-18.253498902576904,-0.08091257762511717,1.9166136806663552,1.9137482957068315,-0.002865384959523709,0.8666666666666667,1.0,0.1333333333333333,1,0,0,19,0.0,0.0
batch_repetitive_0072,0,repetitive,-13.81155188734945,-13.926193440078661,-0.11464155272921062,3.530016810856557,3.1631518414168553,-0.3668649694397015,1.0666666666666667,1.0666666666666667,0.0,0,0,1,0,0.0,-0.10574521232306777
batch_repetitive_0073,0,repetitive,-13.854674712177944,-13.974752794474798,-0.12007808229685324,3.676107400542225,3.220908927816394,-0.45519847272583114,1.0,1.0,0.0,0,0,1,0,0.0,-0.09963695038319842
